domain,stage,raw_label_or_group,proposed_canonical,score_or_na,verdict,reason,manual_verdict,manual_reason
Software Engineering,no_grouping_found,user assistance platform development,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,user data modeling,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,user engagement strategies,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,user modeling,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,user role modeling,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,value classes development,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,vector search optimization,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,vector search performance,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,vector search quantization,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,vector similarity search,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,vector store retrieval,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,video editing workflows,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,virtualization platform migration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,visual studio profiling,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,vpn performance debugging,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,vscode ai features,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,vscode chat features,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,vscode github copilot,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,vscode markdown extensions,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,vscode productivity extensions,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,vuejs reactive data,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,web rendering techniques,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,webflow code components,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,webflow dashboard migration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,webflow interactions update,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,webflow interactive components,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,webflow optimization,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,webflow platform,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,webflow product update,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,webflow ui improvements,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,webrtc mobile integration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,webshare api usage,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,website building challenges,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,website design,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,website development resources,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,website experience platforms,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,workflow automation tooling,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,workflow orchestration migration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,workflow reliability,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,3d modeling challenges,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,accounting management systems,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,ads integration challenges,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,advanced rust programming,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,advanced sql techniques,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,agent based api systems,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,agent based data processing,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
Software Engineering,no_grouping_found,agent client protocol integration,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton",,
