domain,stage,raw_label_or_group,proposed_canonical,score_or_na,verdict,reason
Security,no_grouping_found,api security permissions,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,api security tooling,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,application security in ai era,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,application security metrics,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,application security mindset,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,application security monitoring,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,application security news,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,application security programs,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,application security resources,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,application security strategy,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,application security threats,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,real user monitoring limitations,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,code security best practices,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,code security for llm and genai,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,code security risks,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,community security tools,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,jwt security practices,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,llm security projects,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,llm security standards,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,machine learning security tools,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,password security standards,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,privacy scanning tools,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,security conference event,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,security integration tooling,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,server health monitoring,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,agent security best practices,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,api key security,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
Security,no_grouping_found,application security best practices,n/a,n/a,NO_MATCH,"considered for grouping, no valid match found even after stricter re-split -- remains a singleton"
